,Unnamed: 0,id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,host_response_time,host_identity_verified,host_response_rate,host_is_superhost,nr_of_bathrooms,bedrooms,accommodates,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
3895,7034,20604977,147253395,Lisboa,Santo Antnio,38.72103,-9.14571,4,72,2,61,1.18,1,354,7,2,1,1.0,1,1.0,1.0,4,4.75,4.87,4.87,4.89,4.74,4.62
3896,7035,20611211,44000556,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69194,-9.31348,4,84,2,99,1.9,3,87,10,1,1,1.0,0,1.0,1.0,3,4.97,4.98,4.97,4.98,4.83,4.88
3897,7037,20612941,10599350,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68671,-9.31572,4,115,3,9,0.17,30,347,1,1,1,1.0,0,2.0,2.0,6,4.78,4.56,4.89,4.89,4.89,4.89
3898,7038,20614114,26015735,Cascais,Cascais e Estoril,38.70168,-9.42438,4,65,3,69,1.44,1,358,12,1,1,1.0,0,1.0,2.0,6,4.78,4.51,4.87,4.96,4.87,4.55
3899,7044,20629889,24395250,Lisboa,Santa Maria Maior,38.71071,-9.13032,4,71,4,170,3.45,2,339,19,1,1,1.0,1,1.0,1.0,4,4.94,4.94,4.98,4.99,4.95,4.8
3900,7047,20638967,71179272,Lisboa,Santa Maria Maior,38.7131,-9.13757,4,49,2,197,3.99,18,278,31,1,1,1.0,1,1.0,2.0,4,4.84,4.97,4.95,4.92,4.95,4.9
3901,7049,20653571,147702138,Sintra,Colares,38.82087,-9.46015,4,220,2,3,0.06,2,326,0,1,1,1.0,0,2.0,5.0,10,5.0,4.33,5.0,5.0,4.67,3.67
3902,7051,20659419,1416183,Lisboa,Santa Maria Maior,38.7129,-9.14243,4,99,2,70,1.36,13,307,22,2,1,1.0,1,1.0,2.0,4,4.87,4.86,4.97,4.99,4.93,4.78
3903,7052,20669893,144564976,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.8016,-9.37649,4,50,2,114,2.21,1,297,18,1,1,1.0,0,1.0,2.0,4,4.62,4.81,4.62,4.51,4.59,4.71
3904,7053,20671222,71179272,Lisboa,Santa Maria Maior,38.71098,-9.13928,4,46,2,203,4.17,18,332,29,1,1,1.0,1,1.0,2.0,4,4.83,4.94,4.93,4.9,4.95,4.82
3905,7054,20671374,71179272,Lisboa,Santa Maria Maior,38.71279,-9.13851,4,45,2,203,4.23,18,334,34,1,1,1.0,1,1.0,2.0,4,4.8,4.86,4.94,4.91,4.94,4.77
3906,7055,20671969,147900678,Lisboa,Santa Maria Maior,38.7196,-9.13597,4,80,2,123,2.38,1,235,19,1,1,1.0,1,2.0,2.0,4,4.92,4.9,5.0,4.96,4.75,4.72
3907,7056,20673416,23352085,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69945,-9.27029,4,60,2,98,1.9,1,241,16,1,1,1.0,1,1.0,1.0,4,4.81,4.93,4.94,4.93,4.73,4.83
3908,7058,20678116,147965352,Lisboa,Santo Antnio,38.725346,-9.144361,4,73,3,154,2.98,1,221,24,1,1,1.0,1,1.0,2.0,4,4.91,4.95,4.97,4.99,4.82,4.81
3909,7059,20679203,143719877,Lisboa,Misericrdia,38.71263,-9.1462,4,35,2,245,4.7,2,206,42,1,1,1.0,1,1.0,1.0,2,4.89,4.84,4.99,4.99,4.93,4.85
3910,7060,20683612,148019883,Lisboa,Arroios,38.73676,-9.13632,1,21,1,12,0.23,2,269,0,1,0,0.8,0,2.0,1.0,6,4.8,4.8,5.0,5.0,4.44,4.67
3911,7061,20684214,26071746,Lisboa,Olivais,38.7681,-9.11104,4,64,2,86,1.67,1,356,17,1,0,1.0,1,1.0,1.0,2,4.83,4.94,4.83,4.9,4.76,4.67
3912,7062,20684691,148019883,Lisboa,Areeiro,38.73686,-9.13699,1,26,1,3,0.07,2,270,1,1,0,0.8,0,2.0,1.0,6,4.0,3.33,3.33,3.67,2.67,3.33
3913,7063,20685605,62511347,Mafra,Santo Isidoro,39.01213,-9.40361,4,100,5,41,0.86,4,251,7,3,1,1.0,1,1.0,1.0,2,4.93,4.98,4.85,4.76,4.93,4.85
3914,7064,20685980,71179272,Lisboa,Santa Maria Maior,38.71284,-9.13901,4,47,2,209,4.23,18,326,37,1,1,1.0,1,1.0,2.0,4,4.82,4.92,4.96,4.89,4.97,4.87
3915,7070,20694351,62637010,Lisboa,Avenidas Novas,38.74398,-9.1573,2,40,5,32,0.62,14,342,0,1,1,1.0,0,2.0,3.0,1,4.94,4.94,5.0,5.0,4.69,4.81
3916,7071,20694780,83142378,Lourinh,Lourinh e Atalaia,39.23831,-9.28404,4,65,4,20,0.39,1,284,9,2,1,1.0,0,2.0,2.0,4,4.6,4.95,4.95,4.95,4.65,4.65
3918,7073,20695368,62637010,Lisboa,Avenidas Novas,38.74395,-9.156,2,40,5,16,0.31,14,342,0,1,1,1.0,0,2.0,3.0,1,4.81,4.81,5.0,4.94,4.13,4.63
3919,7075,20701981,26905584,Lisboa,Santa Maria Maior,38.71062,-9.12993,4,71,3,1,0.06,2,253,0,1,1,1.0,0,1.0,1.0,4,4.0,4.0,5.0,5.0,4.0,3.0
3920,7078,20711035,5776233,Lisboa,Belm,38.69683,-9.19797,4,75,1,66,1.28,2,9,20,3,1,0.9,1,2.0,3.0,7,4.95,4.95,4.98,5.0,4.92,4.83
3921,7081,20720924,24645254,Cascais,Cascais e Estoril,38.70805,-9.39861,4,50,3,8,0.16,3,298,0,1,1,1.0,0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,4.88
3922,7083,20722541,148383905,Lisboa,Avenidas Novas,38.72909,-9.15772,4,94,2,23,0.45,1,171,7,1,1,1.0,1,1.0,2.0,4,4.3,4.7,4.17,4.04,4.43,4.3
3923,7084,20723793,56201244,Lisboa,Misericrdia,38.70819,-9.15038,4,85,2,72,1.39,30,236,8,1,1,1.0,1,1.0,1.0,3,4.89,4.97,4.97,4.96,4.92,4.81
3925,7091,20728007,142980964,Lisboa,So Vicente,38.72105,-9.12643,4,55,2,82,1.58,2,345,3,2,1,1.0,1,1.0,1.0,2,4.89,4.95,4.98,4.93,4.66,4.77
3926,7093,20740239,3327663,Mafra,Ericeira,38.96624,-9.41926,4,80,5,27,0.54,22,254,12,2,1,1.0,0,1.0,3.0,4,4.81,4.85,4.85,4.85,5.0,4.52
3927,7094,20740961,2101702,Lisboa,So Vicente,38.71786,-9.13138,4,66,4,181,3.49,13,69,21,1,1,1.0,0,1.0,1.0,4,4.48,4.59,4.73,4.67,4.82,4.58
3928,7097,20743651,139712866,Lisboa,Estrela,38.7107,-9.15946,4,62,2,46,0.89,7,364,3,1,1,0.97,0,1.0,1.0,2,4.67,4.76,4.85,4.85,4.72,4.57
3929,7098,20753281,114300442,Lisboa,Santa Maria Maior,38.71299,-9.12736,4,80,3,50,0.97,2,256,6,1,1,1.0,0,2.0,2.0,4,4.62,4.86,4.82,4.86,5.0,4.56
3930,7099,20755153,688914,Lisboa,Santa Maria Maior,38.71514,-9.1318,4,70,2,29,0.56,35,340,3,1,1,1.0,0,1.0,1.0,3,4.52,4.59,4.52,4.76,4.52,4.28
3931,7100,20757321,143701949,Lisboa,Belm,38.69694,-9.19871,4,69,1,7,0.14,39,338,2,1,1,0.93,0,1.0,2.0,6,4.14,4.71,5.0,5.0,5.0,3.86
3932,7101,20757322,143701949,Lisboa,Belm,38.69822,-9.19666,4,65,1,3,0.06,39,363,0,1,1,0.93,0,1.0,2.0,4,3.33,5.0,5.0,3.33,4.0,4.33
3933,7104,20770025,8645654,Lisboa,Arroios,38.73355,-9.1442,4,156,2,70,1.35,1,244,4,1,1,1.0,1,2.5,4.0,12,4.8,4.86,4.91,4.89,4.8,4.7
3934,7105,20771644,73257274,Lisboa,Ajuda,38.70577,-9.19571,2,25,3,53,1.02,3,359,10,1,1,1.0,0,1.0,1.0,2,4.87,4.94,4.85,4.94,4.6,4.79
3935,7106,20772568,102336875,Cascais,Carcavelos e Parede,38.69009,-9.3374,2,75,2,24,0.46,8,253,0,1,1,1.0,0,1.0,2.0,3,4.38,4.5,4.79,4.83,4.79,4.58
3936,7109,20781846,73257274,Lisboa,Ajuda,38.70595,-9.19512,2,25,3,29,0.56,3,349,4,1,1,1.0,0,1.0,2.0,3,4.83,4.97,4.86,4.93,4.45,4.79
3937,7110,20782411,145225726,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.8021,-9.37519,2,22,1,139,3.74,6,360,27,1,1,1.0,0,1.0,1.0,2,4.63,4.77,4.88,4.93,4.58,4.67
3938,7111,20782940,145225726,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80132,-9.37528,2,22,1,188,5.1,6,361,49,1,1,1.0,0,1.0,1.0,2,4.58,4.6,4.8,4.83,4.52,4.64
3939,7112,20783330,145225726,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80215,-9.37376,2,22,1,191,5.14,6,349,45,1,1,1.0,0,1.0,1.0,2,4.68,4.69,4.87,4.92,4.63,4.7
3940,7113,20783333,94924942,Lisboa,Penha de Frana,38.73576,-9.12899,4,44,1,52,1.03,2,285,2,1,1,1.0,0,1.0,2.0,4,4.35,4.5,4.9,4.88,4.31,4.42
3941,7115,20786085,17273309,Lisboa,So Vicente,38.71449,-9.12565,4,109,15,23,0.48,1,364,0,3,1,0.69,0,1.0,2.0,4,4.86,4.82,4.95,4.91,4.59,4.82
3942,7116,20786118,66099091,Lisboa,Santa Maria Maior,38.71021,-9.1343,4,49,1,64,1.26,3,156,2,1,1,0.86,0,1.0,1.0,4,4.36,4.16,4.75,4.77,4.95,4.55
3943,7123,20815221,149277697,Lisboa,So Vicente,38.71885,-9.12827,4,43,2,179,3.49,1,140,38,1,1,1.0,1,1.0,1.0,4,4.94,4.93,4.98,4.99,4.79,4.85
3944,7124,20815332,120859798,Torres Vedras,Silveira,39.1337,-9.38054,4,49,2,73,1.62,1,298,16,1,1,1.0,1,1.0,2.0,4,4.81,4.71,4.85,4.93,4.95,4.79
3945,7126,20826708,143073682,Loures,Sacavm e Prior Velho,38.80029,-9.11163,2,99,29,53,1.03,2,352,0,1,0,1.0,0,1.0,1.0,3,4.94,4.98,4.96,4.98,4.23,4.92
3946,7127,20838497,9338843,Lisboa,Misericrdia,38.71272,-9.14501,4,81,2,3,0.8,11,332,3,1,1,1.0,0,1.0,1.0,2,4.33,4.0,4.67,4.33,5.0,4.33
3947,7130,20838728,9338843,Lisboa,Misericrdia,38.71217,-9.14495,4,91,2,1,0.73,11,353,1,1,1,1.0,0,1.0,1.0,5,4.0,4.0,4.0,4.0,5.0,4.0
3948,7131,20838814,9338843,Lisboa,Misericrdia,38.71212,-9.14501,4,102,2,3,1.34,11,342,3,1,1,1.0,0,2.0,2.0,6,4.67,4.67,5.0,5.0,5.0,5.0
3949,7133,20842199,11867196,Lisboa,Misericrdia,38.71433,-9.1432,4,91,3,172,3.34,3,339,19,1,1,1.0,1,1.0,2.0,6,4.93,4.95,4.97,4.98,4.94,4.83
3950,7136,20855227,104083974,Lisboa,Santa Maria Maior,38.71213,-9.13943,4,48,2,7,0.15,73,357,1,1,1,0.95,0,1.0,1.0,2,3.86,4.29,4.43,4.57,4.43,3.57
3951,7137,20855471,149677032,Sintra,Cacm e So Marcos,38.74743,-9.2893,4,65,5,28,0.55,1,329,2,1,1,1.0,0,1.0,2.0,4,4.62,4.92,4.85,4.85,4.38,4.5
3952,7138,20855862,104083974,Lisboa,Santa Maria Maior,38.71268,-9.13787,4,56,2,11,0.31,73,359,4,1,1,0.95,0,1.0,2.0,3,4.0,4.09,4.36,4.36,4.91,4.0
3953,7141,20867622,149801967,Lisboa,So Vicente,38.71852,-9.13195,4,80,3,145,2.83,1,348,23,1,1,1.0,1,1.0,1.0,4,4.78,4.8,4.87,4.88,4.92,4.77
3954,7143,20868053,5691663,Lisboa,Santa Maria Maior,38.71265,-9.12924,4,60,2,96,1.92,65,347,23,1,1,1.0,1,1.0,2.0,4,4.64,4.78,4.83,4.8,4.89,4.61
3955,7145,20871866,107167403,Cascais,Cascais e Estoril,38.70573,-9.43026,4,46,4,18,0.35,1,0,0,1,0,1.0,0,1.0,1.0,2,4.78,4.61,4.78,4.83,4.33,4.56
3956,7146,20877575,15351613,Lisboa,Ajuda,38.70442,-9.1956,4,48,2,13,0.27,3,0,0,2,1,0.8,0,1.0,2.0,4,4.85,4.92,4.92,4.92,4.62,4.85
3957,7147,20878355,149923178,Lisboa,Arroios,38.722,-9.13665,4,74,3,80,1.56,1,350,10,1,1,1.0,1,2.0,2.0,5,4.83,4.74,4.89,4.82,4.67,4.65
3958,7148,20878555,149134861,Lisboa,Olivais,38.76443,-9.10828,4,62,2,38,0.75,1,67,1,2,1,1.0,0,1.0,1.0,3,4.61,4.82,4.82,4.92,4.5,4.55
3959,7149,20880984,69786177,Lisboa,Ajuda,38.70547,-9.19836,4,56,2,29,0.57,3,268,11,1,0,1.0,1,1.0,2.0,4,4.82,4.86,5.0,4.93,4.79,4.83
3960,7151,20882877,64613320,Lisboa,Estrela,38.70783,-9.15481,4,56,4,80,1.56,17,84,13,1,1,0.93,0,1.0,2.0,3,4.55,4.69,4.83,4.87,4.73,4.45
3961,7153,20894677,150097190,Mafra,Ericeira,38.96563,-9.41523,4,97,3,26,0.62,1,103,6,3,0,1.0,0,3.0,3.0,6,4.96,4.88,4.96,4.96,4.85,4.88
3962,7159,20911857,70106011,Cascais,Carcavelos e Parede,38.69287,-9.35938,4,58,2,113,2.37,1,354,14,1,1,1.0,1,1.0,1.0,2,4.86,4.88,4.88,4.86,4.76,4.77
3963,7162,20917505,11867196,Lisboa,Misericrdia,38.71447,-9.14502,4,83,3,137,2.66,3,352,14,1,1,1.0,1,1.0,2.0,6,4.96,4.99,4.99,4.99,4.94,4.91
3964,7164,20923804,105540604,Lisboa,Santo Antnio,38.72128,-9.14322,4,55,2,81,1.57,14,365,13,1,1,0.97,0,1.0,1.0,2,4.67,4.6,4.8,4.84,4.88,4.56
3965,7167,20928084,11095839,Loures,Moscavide e Portela,38.77851,-9.10142,4,60,7,37,0.73,1,86,5,1,1,1.0,0,2.0,2.0,4,4.7,4.73,4.89,4.92,4.46,4.62
3966,7168,20929769,1312785,Lisboa,Misericrdia,38.71446,-9.15293,4,75,3,69,1.36,15,205,2,1,1,1.0,1,1.0,1.0,3,4.86,4.91,4.93,4.96,4.78,4.72
3967,7172,20954649,69932032,Lisboa,Arroios,38.72448,-9.13434,4,160,2,2,0.04,1,338,1,1,0,1.0,0,1.5,3.0,9,5.0,5.0,5.0,5.0,5.0,5.0
3968,7174,20956135,2681397,Lisboa,Santa Maria Maior,38.7154,-9.13985,4,127,3,148,2.91,30,341,8,1,1,1.0,0,2.0,3.0,12,4.57,4.72,4.74,4.82,4.88,4.6
3969,7175,20956958,42731947,Lisboa,Arroios,38.73023,-9.13704,2,25,2,86,1.71,4,183,6,1,1,1.0,1,1.0,1.0,2,4.8,4.88,4.84,4.94,4.71,4.77
3970,7176,20957291,42731947,Lisboa,Arroios,38.73023,-9.13704,2,23,2,104,2.05,4,51,5,1,1,1.0,1,1.0,1.0,1,4.81,4.87,4.8,4.84,4.73,4.82
3971,7177,20957356,113620050,Lisboa,Arroios,38.72258,-9.13493,4,165,3,69,1.36,1,341,12,3,1,1.0,0,2.0,3.0,6,4.83,4.86,4.86,4.71,4.71,4.74
3972,7178,20958443,113964497,Sintra,So Joo das Lampas e Terrugem,38.86564,-9.44691,4,50,3,72,1.41,3,32,20,1,1,1.0,1,2.0,2.0,4,4.85,4.75,4.96,4.96,4.89,4.83
3973,7179,20959054,42731947,Lisboa,Arroios,38.73023,-9.13704,2,21,2,122,2.39,4,36,6,1,1,1.0,1,1.0,1.0,2,4.75,4.84,4.83,4.84,4.67,4.78
3974,7180,20959899,23780167,Lisboa,Misericrdia,38.71006,-9.14658,4,115,1,53,1.04,18,0,0,3,1,0.67,0,1.0,2.0,6,4.53,4.58,4.94,4.85,4.81,4.55
3975,7181,20965424,150012465,Lisboa,Misericrdia,38.71548,-9.14531,4,100,3,19,0.43,1,24,2,2,0,1.0,1,1.0,3.0,6,4.89,5.0,4.95,4.95,4.95,4.79
3976,7182,20966496,24865381,Lisboa,Estrela,38.7082,-9.15717,4,52,2,103,2.06,5,166,9,1,1,1.0,0,1.0,1.0,4,4.83,4.88,4.95,4.98,4.83,4.83
3977,7184,20967946,52570650,Lisboa,Santo Antnio,38.72281,-9.15358,2,45,123,75,1.46,16,1,5,1,1,1.0,1,1.0,1.0,1,4.66,4.8,4.92,4.83,4.72,4.61
3978,7185,20969108,102706746,Lisboa,Arroios,38.72173,-9.13428,4,45,2,154,3.01,2,345,5,1,1,1.0,1,1.0,1.0,2,4.88,4.94,4.97,4.97,4.6,4.84
3979,7188,20981584,150996889,Odivelas,Pontinha e Fames,38.76597,-9.2022,4,65,1,10,0.2,1,229,0,1,0,1.0,0,1.0,1.0,4,4.7,5.0,4.7,4.6,4.2,4.5
3980,7189,20987140,46829582,Amadora,Venteira,38.75901,-9.23631,4,65,1,9,0.18,7,343,3,1,1,0.93,0,1.0,2.0,4,4.22,3.89,5.0,4.89,4.33,3.56
3981,7191,20995540,5691663,Lisboa,Misericrdia,38.71183,-9.14455,4,62,2,135,2.64,65,331,23,1,1,1.0,1,1.0,1.0,3,4.62,4.79,4.81,4.79,4.78,4.68
3982,7192,20995795,101860744,Odivelas,Ramada e Caneas,38.80294,-9.18005,4,50,2,130,2.54,1,249,15,1,1,1.0,1,1.0,2.0,6,4.68,4.89,4.89,4.94,4.56,4.65
3983,7198,21004190,14317794,Lisboa,Santa Maria Maior,38.70955,-9.13534,4,100,7,56,1.1,19,0,4,1,1,1.0,0,2.0,3.0,6,4.73,4.63,4.75,4.73,4.93,4.68
3984,7206,21008913,13695535,Lisboa,Misericrdia,38.71339,-9.14229,4,85,2,115,2.24,2,270,22,1,1,1.0,1,1.0,1.0,4,4.93,4.94,4.96,4.98,4.99,4.84
3985,7207,21011721,151295081,Lisboa,Penha de Frana,38.73096,-9.1322,4,84,1,51,1.0,1,354,7,1,1,1.0,0,1.0,2.0,5,4.59,4.9,4.62,4.8,4.34,4.66
3986,7208,21012233,151298910,Lourinh,Lourinh e Atalaia,39.22096,-9.31826,4,60,2,5,0.1,2,352,0,2,1,1.0,0,1.0,2.0,6,5.0,4.75,5.0,5.0,4.75,4.75
3987,7209,21020016,56981626,Mafra,Ericeira,38.96618,-9.41872,4,78,3,42,0.93,6,263,15,1,1,1.0,1,1.0,1.0,2,5.0,5.0,4.95,5.0,5.0,4.81
3988,7210,21021235,11707167,Lisboa,So Vicente,38.71919,-9.12728,4,100,2,21,0.41,10,0,0,2,1,1.0,0,2.0,2.0,4,4.57,4.86,4.67,4.52,4.67,4.81
3989,7211,21022266,22078192,Lisboa,Santa Maria Maior,38.71414,-9.1353,4,118,2,7,0.15,8,361,3,2,1,0.8,0,1.0,1.0,3,4.71,4.86,5.0,5.0,4.86,4.71
3990,7212,21025446,148966598,Loures,Moscavide e Portela,38.77611,-9.10276,2,28,1,245,4.79,2,365,0,1,0,1.0,0,1.0,1.0,2,4.31,4.59,4.67,4.42,4.6,4.48
3991,7213,21033935,151492757,Lisboa,Santo Antnio,38.72451,-9.14636,4,75,5,2,0.05,1,69,0,2,0,1.0,0,1.0,2.0,4,5.0,5.0,5.0,5.0,4.0,5.0
3992,7214,21035316,22192546,Lisboa,Misericrdia,38.70892,-9.14806,4,69,2,35,0.68,57,312,0,1,0,1.0,0,1.0,2.0,5,4.63,4.8,4.74,4.83,4.94,4.63
3993,7219,21042679,75195914,Lisboa,Arroios,38.71981,-9.13784,4,45,3,124,2.44,2,303,18,1,1,0.9,1,1.0,1.0,4,4.65,4.76,4.93,4.88,4.81,4.6
3994,7220,21048266,151621455,Lisboa,Penha de Frana,38.72808,-9.12937,4,47,3,58,1.28,1,64,1,3,1,0.5,0,1.0,2.0,6,4.76,4.79,4.95,4.81,4.48,4.74
3995,7222,21048390,46829582,Amadora,guas Livres,38.74931,-9.22606,4,59,1,58,1.17,7,312,5,1,1,0.93,0,1.0,1.0,4,4.59,4.59,4.81,4.86,4.07,4.41
3996,7226,21061614,1848304,Lisboa,Misericrdia,38.71467,-9.14454,4,71,1,124,2.49,11,346,20,1,1,1.0,0,2.0,3.0,7,4.59,4.8,4.86,4.81,4.92,4.6
3997,7227,21062197,61255540,Lisboa,Arroios,38.72657,-9.13397,2,40,1,1,0.03,10,180,0,3,1,0.91,0,9.0,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0
4000,7231,21067472,1116037,Lisboa,Santa Maria Maior,38.71058,-9.13803,4,117,3,23,0.45,2,339,7,1,1,1.0,0,1.0,2.0,4,4.96,4.89,4.89,5.0,5.0,4.78
4001,7234,21071714,1848304,Lisboa,Misericrdia,38.71342,-9.14493,4,65,2,100,2.01,11,343,16,1,1,1.0,0,2.0,3.0,8,4.7,4.78,4.88,4.92,4.82,4.7
4002,7237,21077545,151917202,Lisboa,Misericrdia,38.71413,-9.14496,4,66,2,166,3.25,4,166,16,1,1,1.0,1,1.0,1.0,4,4.96,4.99,4.99,4.99,4.95,4.9
4003,7239,21078528,151928415,Lisboa,Parque das Naes,38.75774,-9.09661,4,200,1,32,0.69,2,354,4,1,1,1.0,1,2.0,3.0,6,4.78,4.94,4.75,4.75,4.78,4.63
4004,7242,21080589,65098235,Lisboa,Arroios,38.72081,-9.13948,4,84,2,3,0.06,3,342,0,4,0,0.0,0,1.0,2.0,6,4.67,4.67,5.0,5.0,5.0,4.67
4005,7244,21080659,151917202,Lisboa,Misericrdia,38.71296,-9.14356,4,66,3,135,2.64,4,197,11,1,1,1.0,1,1.0,2.0,6,4.96,4.99,4.99,4.99,4.92,4.81
4006,7245,21094834,170464420,Cascais,Cascais e Estoril,38.7033,-9.41578,4,147,5,40,0.8,4,246,7,1,1,1.0,0,2.0,2.0,4,4.83,4.98,4.98,4.98,4.83,4.7
4007,7247,21101844,5691663,Lisboa,Estrela,38.70802,-9.1534,4,49,2,81,1.63,65,340,18,1,1,1.0,1,1.0,1.0,2,4.54,4.8,4.77,4.63,4.75,4.47
4008,7248,21102648,2341627,Lisboa,Belm,38.7004,-9.20368,4,60,7,22,0.43,4,112,1,2,1,1.0,0,1.0,2.0,5,4.91,4.95,5.0,5.0,4.77,4.73
4009,7249,21104966,134724137,Lisboa,Misericrdia,38.7096,-9.15171,2,49,1,12,0.24,2,301,0,4,1,0.29,0,1.0,1.0,2,5.0,4.83,5.0,4.83,5.0,4.83
4010,7250,21106059,10332445,Lisboa,Santa Maria Maior,38.71223,-9.14085,4,99,1,136,2.66,4,222,0,1,1,1.0,0,1.0,4.0,6,4.63,4.71,4.84,4.86,4.98,4.6
4011,7251,21107659,152206615,Lisboa,Estrela,38.70813,-9.1535,4,27,3,48,0.95,1,254,6,3,1,1.0,1,1.0,1.0,3,4.54,4.58,4.94,4.88,4.83,4.5
4012,7253,21111209,152243043,Lisboa,Penha de Frana,38.73006,-9.13049,4,62,3,72,1.42,16,230,3,1,1,1.0,0,1.0,2.0,3,4.81,4.96,4.92,4.88,4.38,4.78
4013,7256,21118368,2108990,Lisboa,Santo Antnio,38.71634,-9.1468,4,78,2,125,2.45,9,340,18,1,1,1.0,1,2.0,2.0,4,4.82,4.89,4.93,4.97,4.95,4.86
4014,7258,21119627,152317743,Torres Vedras,A dos Cunhados e Maceira,39.14004,-9.37513,4,50,4,12,0.3,1,0,3,1,1,1.0,0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,4.91
4015,7261,21125477,152378974,Lisboa,Santo Antnio,38.72399,-9.14587,4,143,3,33,0.69,1,22,6,1,1,1.0,1,2.0,4.0,8,4.96,4.82,4.96,4.86,4.82,4.86
4016,7263,21132276,1848304,Lisboa,Misericrdia,38.71313,-9.14532,4,50,2,141,2.84,11,354,23,1,1,1.0,0,2.0,2.0,6,4.71,4.87,4.91,4.89,4.89,4.74
4017,7267,21144751,140243657,Lisboa,Avenidas Novas,38.74226,-9.15977,4,94,1,33,0.65,14,108,14,1,1,1.0,0,1.0,2.0,4,4.41,4.56,4.66,4.78,4.31,4.22
4018,7270,21152621,6798815,Lisboa,So Domingos de Benfica,38.74569,-9.16836,4,109,3,36,0.71,8,320,4,1,1,1.0,1,2.0,4.0,10,4.97,5.0,5.0,5.0,4.67,4.76
4019,7271,21152876,144803559,Lisboa,Santo Antnio,38.71887,-9.14417,2,300,1,31,0.62,1,365,0,1,1,1.0,0,1.0,1.0,2,4.74,4.68,4.87,4.77,4.9,4.65
4020,7273,21162973,152740651,Lisboa,Misericrdia,38.7077,-9.14372,4,70,14,82,1.68,2,129,0,4,1,0.25,0,1.0,2.0,5,4.59,4.63,4.85,4.94,4.95,4.7
4021,7274,21163595,152740651,Lisboa,Misericrdia,38.70543,-9.14507,4,60,14,83,1.64,2,4,1,4,1,0.25,0,1.0,1.0,3,4.64,4.7,4.76,4.76,4.94,4.67
4022,7277,21173957,152864236,Lisboa,Arroios,38.73112,-9.14305,2,40,2,7,0.14,1,340,4,2,0,1.0,0,1.0,1.0,1,5.0,5.0,5.0,5.0,5.0,4.83
4023,7280,21181961,9108607,Lisboa,Misericrdia,38.70995,-9.15223,2,28,2,132,2.6,2,109,19,1,1,1.0,0,1.0,1.0,2,4.79,4.79,4.92,4.96,4.91,4.78
4024,7282,21183829,1848304,Lisboa,Misericrdia,38.71293,-9.14456,4,69,2,136,2.72,11,354,26,1,1,1.0,0,2.0,3.0,7,4.68,4.85,4.88,4.86,4.84,4.68
4025,7284,21190729,19306594,Lisboa,Misericrdia,38.7099,-9.1462,4,30,4,145,2.86,2,94,34,1,1,1.0,0,1.0,1.0,3,4.6,4.72,4.87,4.94,4.86,4.73
4026,7285,21195319,153081513,Lisboa,Parque das Naes,38.76815,-9.09884,4,170,1,116,2.29,2,338,9,1,1,1.0,1,3.0,4.0,10,4.92,4.99,4.89,4.98,4.91,4.73
4027,7286,21195903,69786177,Lisboa,Ajuda,38.70544,-9.19936,4,56,2,59,1.17,3,322,17,1,0,1.0,1,1.0,2.0,4,4.88,4.9,4.88,4.92,4.73,4.69
4028,7287,21196577,115792805,Lisboa,Santa Maria Maior,38.71235,-9.12667,4,66,3,120,2.37,4,350,12,1,1,0.95,0,1.0,1.0,3,4.63,4.77,4.72,4.78,4.82,4.68
4029,7288,21197448,115792805,Lisboa,Santa Maria Maior,38.71355,-9.12439,4,66,3,114,2.25,4,357,14,1,1,0.95,0,1.0,1.0,3,4.62,4.75,4.73,4.77,4.83,4.48
4030,7289,21198234,143701949,Lisboa,Santa Maria Maior,38.7119,-9.12833,4,71,1,17,0.34,39,292,9,1,1,0.93,0,1.0,2.0,4,3.94,4.59,4.38,4.5,4.38,4.19
4031,7291,21199295,10580478,Lisboa,Santa Maria Maior,38.71295,-9.12726,4,80,3,4,0.1,6,309,0,2,1,0.9,1,1.0,1.0,2,4.75,5.0,4.5,4.75,5.0,5.0
4032,7292,21199966,143701949,Lisboa,Misericrdia,38.71369,-9.14635,4,69,1,11,0.22,39,348,2,1,1,0.93,0,1.0,1.0,4,4.36,4.36,4.64,4.55,4.73,4.27
4033,7293,21202627,153143734,Mafra,Ericeira,38.96333,-9.39424,2,80,2,1,0.06,4,364,0,1,0,1.0,0,1.0,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0
