,Unnamed: 0,id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,host_response_time,host_identity_verified,host_response_rate,host_is_superhost,nr_of_bathrooms,bedrooms,accommodates,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
4034,7294,21208077,10580478,Lisboa,Santa Maria Maior,38.71316,-9.12849,4,110,3,3,0.71,6,354,3,2,1,0.9,1,1.0,1.0,2,5.0,5.0,4.67,5.0,5.0,4.67
4035,7295,21216796,148966598,Loures,Moscavide e Portela,38.77666,-9.1029,2,28,1,203,4.0,2,364,0,1,0,1.0,0,1.0,1.0,2,4.41,4.69,4.75,4.55,4.65,4.52
4036,7296,21219347,153321497,Mafra,Ericeira,38.98157,-9.41301,4,120,4,7,0.14,1,89,0,4,0,0.0,0,1.0,1.0,4,4.5,4.5,4.83,5.0,5.0,4.67
4037,7305,21259632,138614410,Cascais,Carcavelos e Parede,38.68496,-9.34809,4,70,3,52,1.03,1,163,9,1,1,1.0,0,1.0,1.0,3,4.87,4.83,4.96,4.94,4.87,4.65
4038,7306,21260043,13219688,Lisboa,Misericrdia,38.70914,-9.15214,4,58,1,171,3.39,4,264,37,1,1,1.0,0,1.0,3.0,6,4.58,4.69,4.74,4.85,4.73,4.62
4039,7308,21269414,52570650,Lisboa,Santo Antnio,38.72464,-9.15452,2,35,30,28,0.55,16,0,1,1,1,1.0,1,1.0,1.0,1,4.82,4.86,4.89,4.93,4.96,4.71
4040,7309,21271136,21200870,Cascais,Cascais e Estoril,38.69712,-9.43599,4,117,7,1,0.07,16,20,0,2,1,1.0,0,1.0,2.0,4,5.0,5.0,5.0,5.0,5.0,5.0
4041,7311,21272761,56966766,Lisboa,Santa Maria Maior,38.71762,-9.13662,4,73,2,178,3.76,3,159,21,1,1,0.97,1,1.0,1.0,4,4.89,4.81,4.9,4.92,4.88,4.84
4042,7312,21273863,152878340,Lisboa,Estrela,38.7129,-9.15924,4,121,3,20,0.49,1,127,7,1,0,1.0,0,1.5,3.0,6,4.9,4.75,4.9,4.95,4.75,4.9
4043,7313,21277472,153511855,Lisboa,So Vicente,38.71447,-9.13078,2,30,1,113,2.25,1,341,0,4,0,0.0,0,1.0,2.0,1,4.87,4.88,4.96,4.85,4.92,4.89
4044,7314,21279836,153949833,Lisboa,Santa Maria Maior,38.71287,-9.12583,4,80,2,87,1.86,1,256,10,1,1,1.0,0,1.5,3.0,6,4.82,4.79,4.94,4.97,4.94,4.63
4045,7315,21285581,119085486,Lisboa,Estrela,38.70709,-9.16183,4,60,2,184,3.74,1,72,18,1,1,1.0,0,1.0,1.0,2,4.82,4.93,4.96,4.97,4.66,4.79
4046,7318,21294885,154092635,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.82278,-9.37722,4,65,1,65,1.81,2,359,19,1,0,1.0,1,1.0,1.0,2,4.94,4.98,4.92,4.98,4.82,4.88
4047,7319,21300426,5876189,Lisboa,Santa Maria Maior,38.7136,-9.12797,4,65,2,66,1.38,1,74,0,1,1,1.0,1,1.0,2.0,6,4.59,4.56,4.77,4.89,4.82,4.55
4048,7320,21300587,154146926,Lisboa,Santo Antnio,38.72655,-9.146,4,70,3,21,0.42,1,231,2,1,1,1.0,1,1.5,3.0,5,4.38,4.43,4.71,4.71,4.86,4.57
4049,7321,21304279,2720064,Lisboa,Misericrdia,38.70978,-9.15216,4,83,3,6,0.12,2,296,0,1,0,1.0,0,1.0,1.0,2,4.33,4.5,4.33,4.67,4.83,4.5
4050,7325,21317940,4694958,Lisboa,Santa Maria Maior,38.71832,-9.13433,2,55,1,2,0.04,16,0,0,1,1,1.0,0,1.0,1.0,2,4.5,5.0,5.0,5.0,5.0,5.0
4051,7328,21320191,17638903,Lisboa,Arroios,38.71786,-9.13828,2,69,1,18,0.41,47,365,1,1,1,1.0,0,8.5,1.0,2,4.61,4.67,4.72,4.94,4.89,4.17
4052,7329,21321597,153875170,Lisboa,Alcntara,38.70148,-9.1822,4,99,2,4,0.09,1,155,0,1,1,1.0,0,1.0,2.0,4,4.75,5.0,5.0,5.0,4.5,4.75
4053,7330,21325117,154368690,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68565,-9.31026,4,109,2,30,0.62,2,255,0,1,1,1.0,0,1.0,2.0,6,4.7,4.77,4.9,4.93,4.9,4.67
4054,7332,21338668,154027172,Mafra,Carvoeira,38.94229,-9.38484,4,57,28,2,0.14,5,153,1,1,1,0.9,0,1.0,2.0,5,4.5,4.0,5.0,4.5,5.0,4.5
4055,7338,21355876,134515502,Mafra,Ericeira,38.96151,-9.4148,4,125,3,5,0.1,2,67,2,1,1,1.0,0,1.0,2.0,4,4.6,4.8,4.8,4.8,5.0,4.8
4056,7339,21364065,132323976,Lisboa,Arroios,38.72026,-9.13722,4,220,2,1,0.04,4,147,0,1,1,1.0,0,3.0,3.0,8,5.0,5.0,5.0,5.0,5.0,5.0
4057,7340,21367617,46640843,Lisboa,Misericrdia,38.70776,-9.14537,4,115,2,92,1.88,1,349,37,1,1,1.0,1,1.0,1.0,2,4.89,4.96,4.92,4.88,4.96,4.88
4058,7342,21368158,63744544,Lisboa,Alvalade,38.74649,-9.14746,2,32,2,40,0.86,5,265,0,3,1,1.0,1,2.0,1.0,2,4.68,4.75,4.68,4.73,4.53,4.65
4059,7343,21378381,154829185,Alenquer,Abrigada e Cabanas de Torres,39.16611,-9.05306,4,75,2,1,0.04,6,365,0,3,1,0.64,0,2.0,4.0,6,4.0,5.0,5.0,5.0,5.0,5.0
4060,7344,21379341,35278537,Lisboa,Alcntara,38.69978,-9.19135,4,74,1,108,2.14,4,8,1,1,1,1.0,1,1.5,2.0,6,4.85,4.74,4.94,4.93,4.74,4.74
4061,7345,21380541,132619929,Lisboa,Santa Maria Maior,38.71404,-9.13486,2,19,1,82,1.64,1,51,2,1,1,1.0,0,1.0,1.0,2,4.5,4.34,4.77,4.77,4.77,4.52
4062,7346,21388662,151917202,Lisboa,Misericrdia,38.71259,-9.1437,4,83,3,193,3.87,4,148,30,1,1,1.0,1,1.0,2.0,6,4.89,4.99,4.99,4.99,4.88,4.88
4063,7347,21388802,22192546,Lisboa,Santo Antnio,38.72651,-9.14348,4,78,2,36,0.72,57,223,0,1,0,1.0,0,2.0,2.0,6,4.53,4.64,4.61,4.69,4.47,4.33
4064,7348,21388804,51535314,Lisboa,Santa Maria Maior,38.71098,-9.1289,4,60,2,23,0.51,3,242,9,1,1,1.0,1,1.0,1.0,4,4.96,4.83,5.0,4.96,5.0,4.83
4065,7350,21396091,105540604,Lisboa,Santa Maria Maior,38.71266,-9.13781,4,350,2,15,0.31,14,357,6,1,1,0.97,0,2.0,2.0,6,5.0,4.86,5.0,5.0,5.0,4.64
4066,7352,21396961,2742343,Lisboa,Santo Antnio,38.71607,-9.15151,4,90,3,32,0.66,2,208,2,1,0,1.0,0,1.0,2.0,4,4.94,4.84,4.97,5.0,4.94,4.75
4067,7355,21405261,155090194,Lisboa,Misericrdia,38.71439,-9.14833,4,91,2,33,0.66,1,334,6,1,1,1.0,0,1.0,2.0,6,4.82,4.88,4.73,4.67,4.88,4.52
4068,7358,21407976,104083974,Lisboa,Campo de Ourique,38.7198,-9.15853,4,57,2,4,0.09,73,308,0,1,1,0.95,0,1.0,2.0,4,4.25,5.0,3.75,3.5,4.25,4.25
4069,7359,21411083,30866411,Lisboa,So Vicente,38.71915,-9.13178,4,54,1,233,4.84,4,5,55,1,1,1.0,1,1.0,1.0,4,4.9,4.74,4.92,4.96,4.93,4.83
4070,7361,21415791,3753184,Lisboa,Estrela,38.71425,-9.15558,4,62,3,187,3.76,11,252,27,1,1,1.0,1,1.0,1.0,3,4.88,4.92,4.9,4.93,4.8,4.78
4071,7362,21417642,13891550,Mafra,Ericeira,38.97235,-9.41582,4,99,2,24,0.55,6,107,7,2,1,1.0,1,1.0,2.0,6,4.83,4.75,4.67,4.79,4.71,4.46
4072,7364,21420777,10599350,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68662,-9.31343,4,109,3,8,0.18,30,241,0,1,1,1.0,0,1.0,2.0,6,4.5,4.5,4.88,4.88,5.0,4.5
4073,7365,21421458,155249798,Lisboa,Misericrdia,38.71185,-9.15317,4,120,1,1,0.02,8,247,0,4,1,0.33,0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,5.0
4074,7366,21422234,155249798,Lisboa,Misericrdia,38.71185,-9.15317,4,400,1,1,0.02,8,0,0,4,1,0.33,0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,5.0
4075,7367,21422725,155249798,Lisboa,Misericrdia,38.71185,-9.15317,4,140,1,1,0.02,8,244,0,4,1,0.33,0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,5.0
4076,7370,21426175,676330,Lisboa,Estrela,38.70922,-9.15585,4,89,4,75,1.49,6,18,13,1,1,0.9,1,1.0,2.0,4,4.97,4.96,4.97,4.99,4.91,4.76
4077,7374,21432739,36948366,Lisboa,Santa Maria Maior,38.71506,-9.14062,3,76,1,2,0.06,9,77,0,1,1,1.0,0,1.0,1.0,2,4.5,4.5,4.5,4.5,5.0,4.0
4078,7376,21434465,7347848,Lisboa,Santa Maria Maior,38.71923,-9.13595,2,30,1,86,1.91,5,356,12,1,1,1.0,0,1.0,1.0,2,4.74,4.71,4.93,4.95,4.59,4.6
4079,7377,21444384,149263514,Torres Vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.09109,-9.2586,4,85,2,21,0.43,1,1,0,1,1,1.0,0,2.0,2.0,6,4.95,4.9,4.95,4.9,4.67,4.76
4080,7381,21456142,21875687,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79767,-9.39114,4,150,5,19,0.38,4,6,1,1,1,1.0,1,2.0,2.0,4,4.95,4.89,4.95,5.0,5.0,4.95
4081,7382,21456970,155771149,Lisboa,Santo Antnio,38.71982,-9.1434,4,41,3,121,2.45,1,320,13,1,1,1.0,1,1.0,2.0,5,4.88,4.97,4.97,4.96,4.91,4.8
4082,7384,21466185,153143734,Mafra,Ericeira,38.96328,-9.3943,2,26,2,4,0.08,4,0,0,1,0,1.0,0,1.0,1.0,3,5.0,5.0,5.0,5.0,5.0,5.0
4083,7385,21467040,153143734,Mafra,Ericeira,38.96328,-9.39424,2,31,2,3,0.07,4,364,1,1,0,1.0,0,2.0,1.0,2,5.0,5.0,5.0,5.0,4.5,5.0
4084,7386,21468041,155891908,Lisboa,Santa Maria Maior,38.71103,-9.13003,4,160,3,15,0.33,1,167,3,2,0,1.0,0,1.0,2.0,5,5.0,5.0,5.0,4.93,5.0,4.87
4085,7391,21469452,90912659,Lisboa,Misericrdia,38.71191,-9.14372,4,80,2,178,3.58,3,215,33,1,0,1.0,1,1.0,1.0,4,4.93,4.88,4.92,4.96,4.96,4.82
4086,7392,21473244,154368690,Sintra,So Joo das Lampas e Terrugem,38.84443,-9.43442,4,74,2,24,0.5,2,41,0,1,1,1.0,0,1.0,3.0,5,4.58,4.63,4.83,4.83,4.71,4.42
4087,7393,21475161,90912659,Lisboa,Misericrdia,38.71191,-9.14372,4,75,2,122,2.45,3,279,14,1,0,1.0,1,1.0,1.0,2,4.93,4.98,4.92,4.96,4.98,4.81
4088,7394,21480804,154461838,Lisboa,Arroios,38.7331,-9.14032,4,70,3,47,0.94,1,289,4,1,1,1.0,1,1.0,1.0,3,4.91,4.96,4.98,5.0,4.65,4.78
4089,7396,21484931,16502092,Lisboa,Parque das Naes,38.78028,-9.09462,4,199,5,1,0.03,1,0,0,1,1,1.0,1,2.0,2.0,4,4.0,5.0,4.0,5.0,3.0,3.0
4090,7397,21485355,82370796,Lisboa,Ajuda,38.70934,-9.19952,4,50,3,22,0.44,1,283,0,3,0,0.5,0,1.0,2.0,3,4.86,4.76,4.81,4.95,4.38,4.48
4091,7398,21495815,132445815,Lisboa,Arroios,38.73343,-9.13436,4,51,2,92,1.89,21,67,4,1,1,1.0,0,1.0,1.0,2,4.74,4.86,4.9,4.9,4.58,4.77
4092,7399,21498024,129616007,Lisboa,Santa Maria Maior,38.71311,-9.13534,4,43,4,7,0.16,8,294,3,1,1,1.0,0,1.0,1.0,2,4.57,4.43,5.0,5.0,4.86,4.57
4093,7400,21498047,129616007,Lisboa,Santa Maria Maior,38.71308,-9.13535,4,59,4,14,0.31,8,330,5,1,1,1.0,0,1.0,1.0,2,4.43,4.29,4.64,4.79,4.79,4.29
4094,7402,21498780,4827358,Lisboa,So Vicente,38.71474,-9.12974,4,42,1,34,0.71,13,333,18,2,1,0.96,0,1.0,1.0,4,3.97,4.15,4.29,4.24,4.5,4.03
4095,7404,21499529,4827358,Lisboa,So Vicente,38.71539,-9.12929,4,42,1,22,0.45,13,345,8,2,1,0.96,0,1.0,1.0,4,4.23,4.64,4.18,4.45,4.91,4.18
4096,7407,21502874,418296,Lisboa,Misericrdia,38.71123,-9.14801,4,65,3,84,1.77,1,246,6,2,1,1.0,0,1.0,1.0,4,4.93,4.86,4.94,4.99,4.94,4.77
4097,7408,21502945,12944501,Cascais,Carcavelos e Parede,38.7017,-9.36243,4,89,2,20,0.4,1,333,4,1,0,1.0,0,1.0,2.0,4,5.0,4.95,5.0,5.0,4.8,4.9
4098,7409,21503964,156240750,Lisboa,Santa Maria Maior,38.71735,-9.13436,4,70,2,35,0.7,1,278,0,4,1,0.0,0,2.0,3.0,7,4.23,4.34,4.86,4.83,4.51,4.29
4099,7411,21510142,150414336,Arruda Dos Vinhos,Cardosas,38.97631,-9.03844,4,287,2,48,0.96,1,306,6,3,1,0.5,0,3.0,5.0,15,4.9,4.73,4.9,4.94,4.71,4.69
4100,7413,21514614,52570650,Lisboa,Arroios,38.72534,-9.13249,4,51,6,83,1.74,16,53,11,1,1,1.0,1,1.0,1.0,2,4.72,4.9,4.84,4.95,4.7,4.61
4101,7414,21516843,77788474,Lisboa,Santa Maria Maior,38.71238,-9.1317,4,70,3,27,0.56,4,359,6,1,1,1.0,0,1.0,3.0,4,4.44,4.48,4.56,4.3,4.89,4.26
4102,7417,21527181,151917202,Lisboa,Misericrdia,38.71468,-9.14303,4,66,3,148,2.98,4,153,16,1,1,1.0,1,1.0,2.0,4,4.95,4.97,4.99,4.99,4.95,4.84
4103,7418,21534669,63744544,Lisboa,Alvalade,38.74625,-9.1471,2,32,2,51,1.11,5,170,0,3,1,1.0,1,2.0,1.0,2,4.65,4.69,4.71,4.76,4.55,4.59
4104,7420,21535083,77788474,Lisboa,Santa Maria Maior,38.71374,-9.13107,4,65,3,31,0.65,4,359,2,1,1,1.0,0,1.0,2.0,4,4.03,4.29,4.48,4.26,4.74,4.13
4105,7421,21535561,63744544,Lisboa,Avenidas Novas,38.7446,-9.14605,4,120,3,13,0.3,5,265,2,3,1,1.0,1,2.0,4.0,12,4.69,5.0,4.77,5.0,4.85,4.69
4106,7422,21537745,23450558,Lisboa,Santa Maria Maior,38.70991,-9.13262,4,109,2,61,1.23,8,353,13,2,1,0.95,0,2.5,3.0,6,4.64,4.93,4.7,4.34,4.87,4.64
4107,7423,21537902,95764105,Lisboa,Santo Antnio,38.71636,-9.15012,4,103,3,53,1.07,1,337,10,1,1,1.0,0,1.0,1.0,4,4.79,4.92,4.96,4.88,4.96,4.58
4108,7425,21545409,36169642,Lisboa,So Domingos de Benfica,38.74454,-9.17788,2,19,1,27,0.54,1,0,13,1,1,1.0,0,1.0,1.0,2,4.52,4.44,4.48,4.41,4.48,4.63
4109,7426,21545646,15826725,Lisboa,Arroios,38.72852,-9.13453,4,51,2,112,2.25,19,69,15,1,1,1.0,0,1.0,1.0,4,4.54,4.68,4.82,4.75,4.63,4.48
4110,7428,21555752,156739517,Sintra,Colares,38.79443,-9.45284,4,45,2,554,11.18,1,314,73,1,1,1.0,1,1.0,1.0,2,4.91,4.99,4.94,4.94,4.74,4.86
4111,7431,21559823,156772411,Lisboa,Belm,38.69903,-9.22391,4,66,2,28,0.56,2,0,1,2,1,1.0,0,2.0,3.0,8,4.82,4.96,4.96,4.93,4.71,4.61
4112,7432,21563675,5691663,Lisboa,Misericrdia,38.70987,-9.14985,4,63,2,167,3.36,65,306,36,1,1,1.0,1,1.0,2.0,4,4.84,4.86,4.84,4.87,4.77,4.82
4113,7433,21573035,156882925,Lisboa,Santa Maria Maior,38.70831,-9.13792,4,105,3,71,1.47,2,329,1,1,1,1.0,0,2.0,2.0,6,4.68,4.82,4.63,4.77,5.0,4.69
4114,7434,21575027,75414871,Lisboa,Avenidas Novas,38.73643,-9.14546,4,80,2,68,1.4,3,25,6,1,1,1.0,1,1.0,1.0,4,5.0,4.96,4.99,4.99,4.91,4.84
4115,7435,21581600,119365508,Lisboa,Misericrdia,38.7099,-9.14575,4,70,1,7,0.15,1,311,0,3,1,1.0,0,1.0,1.0,4,5.0,4.83,5.0,4.83,4.83,4.83
4116,7438,21592078,94394620,Lisboa,Areeiro,38.7424,-9.13658,4,55,2,84,1.98,1,280,6,1,1,1.0,1,1.0,2.0,4,4.92,4.9,4.98,4.98,4.88,4.83
4117,7440,21601493,56981626,Mafra,Ericeira,38.96812,-9.4183,4,65,3,25,0.57,6,324,9,1,1,1.0,1,1.0,1.0,3,5.0,5.0,4.88,4.96,4.96,4.76
4118,7443,21604361,84945764,Lisboa,Santo Antnio,38.72734,-9.1452,2,34,2,47,1.25,1,0,8,1,0,1.0,1,1.5,1.0,2,4.94,4.96,5.0,4.98,4.94,4.91
4119,7445,21605519,157141527,Lisboa,Santa Maria Maior,38.7099,-9.13444,4,111,2,142,2.86,17,281,0,1,1,1.0,1,1.0,2.0,6,4.99,4.93,5.0,5.0,4.98,4.88
4120,7446,21606728,24039534,Lisboa,Santo Antnio,38.71593,-9.14643,4,110,3,35,0.78,7,311,0,1,1,1.0,1,2.0,2.0,4,4.91,5.0,4.83,4.89,4.97,4.77
4121,7447,21607939,143719877,Lisboa,Alcntara,38.70623,-9.17527,4,45,2,227,4.6,2,252,50,1,1,1.0,1,1.5,2.0,5,4.95,4.94,5.0,5.0,4.78,4.91
4122,7452,21619457,56981626,Mafra,Ericeira,38.96982,-9.41831,4,70,2,43,0.95,6,301,14,1,1,1.0,1,1.0,1.0,3,4.95,4.98,4.93,4.98,4.95,4.88
4123,7453,21621689,3753184,Lisboa,Estrela,38.714,-9.15542,4,89,3,201,4.13,11,228,34,1,1,1.0,1,1.0,1.0,2,4.89,4.91,4.94,4.91,4.78,4.8
4124,7454,21623014,156649421,Lisboa,So Vicente,38.71457,-9.12882,4,49,27,85,1.76,1,238,7,2,1,1.0,0,1.0,2.0,5,4.71,4.82,4.83,4.82,4.87,4.67
4125,7457,21627758,56303040,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69845,-9.29082,2,50,2,22,0.45,1,355,3,1,1,1.0,0,1.0,1.0,2,4.9,4.81,5.0,5.0,4.9,4.95
4126,7458,21628424,157360315,Sintra,So Joo das Lampas e Terrugem,38.8503,-9.4505,4,85,4,53,1.64,1,344,13,1,1,1.0,1,1.0,2.0,6,4.74,4.77,4.91,4.94,4.74,4.72
4127,7459,21631833,17125483,Lisboa,Santa Maria Maior,38.71221,-9.13213,4,78,2,182,3.69,27,355,23,1,1,1.0,1,1.0,1.0,2,4.74,4.81,4.79,4.85,4.92,4.76
4128,7461,21639961,157476269,Amadora,Falagueira-Venda Nova,38.75519,-9.20958,4,51,2,82,1.66,2,246,0,4,1,0.0,0,2.0,3.0,5,4.82,4.8,4.9,4.89,4.36,4.74
4129,7463,21645485,69768627,Lisboa,Arroios,38.72603,-9.13496,4,135,2,60,1.26,2,162,0,1,1,1.0,0,2.0,5.0,10,4.75,4.72,4.93,4.93,4.73,4.72
4130,7465,21647667,24849484,Lisboa,Misericrdia,38.71104,-9.1492,4,45,1,141,2.84,3,35,0,1,1,1.0,0,1.0,1.0,4,4.76,4.8,4.95,4.95,4.92,4.81
4131,7466,21648912,11867196,Lisboa,Misericrdia,38.71341,-9.14404,4,85,3,157,3.19,3,347,13,1,1,1.0,1,2.0,2.0,6,4.92,4.96,4.97,4.98,4.87,4.82
4132,7468,21657961,22192546,Lisboa,Santa Maria Maior,38.71219,-9.13885,4,80,2,5,0.11,57,192,0,1,0,1.0,0,1.0,1.0,4,4.4,3.4,5.0,5.0,4.6,4.2
4133,7470,21659863,128579608,Lisboa,Santo Antnio,38.72607,-9.1484,4,75,2,8,0.17,1,0,0,1,0,1.0,1,1.0,1.0,4,4.88,5.0,5.0,4.88,5.0,4.75
4134,7471,21661518,2077204,Lisboa,Areeiro,38.73893,-9.13231,2,23,2,55,1.22,3,290,2,1,1,1.0,1,1.0,1.0,2,4.64,4.78,4.89,4.85,4.75,4.6
4135,7472,21661829,2077204,Lisboa,Areeiro,38.73816,-9.13284,2,28,2,47,1.04,3,264,1,1,1,1.0,1,1.0,1.0,2,4.62,4.83,4.91,4.81,4.57,4.7
4136,7474,21675799,156882925,Lisboa,Santa Maria Maior,38.71185,-9.14204,4,104,3,68,1.42,2,323,11,1,1,1.0,0,1.0,3.0,6,4.72,4.79,4.63,4.7,4.93,4.78
4137,7477,21678896,157809338,Mafra,Carvoeira,38.95219,-9.41156,2,25,2,36,0.8,10,222,6,1,1,0.8,1,0.0,1.0,3,4.86,4.78,4.97,4.92,4.64,4.81
4138,7479,21680518,107015823,Lisboa,Belm,38.69875,-9.19898,4,50,4,62,1.59,4,0,9,1,1,1.0,1,1.0,1.0,4,4.65,4.82,4.82,4.89,4.85,4.6
4139,7480,21680687,157809338,Mafra,Carvoeira,38.94763,-9.41047,1,25,2,21,0.47,10,0,0,1,1,0.8,1,2.0,1.0,2,4.9,4.95,4.95,5.0,4.86,4.9
4140,7483,21694724,157936297,Lisboa,Misericrdia,38.71522,-9.14574,4,55,2,36,1.4,4,357,15,2,1,1.0,0,1.0,1.0,2,4.57,4.94,4.89,4.94,4.69,4.51
4141,7484,21696902,157809338,Mafra,Carvoeira,38.94698,-9.41005,1,20,2,36,0.74,10,222,6,1,1,0.8,1,2.0,1.0,3,4.83,4.89,4.94,4.86,4.74,4.77
4142,7486,21698791,157964933,Lisboa,Misericrdia,38.71135,-9.14855,4,234,2,133,2.77,1,209,24,1,1,1.0,1,3.0,5.0,10,4.89,4.98,4.9,4.94,4.9,4.77
4143,7489,21707175,157837517,Lisboa,Misericrdia,38.71093,-9.15348,4,191,2,97,1.96,1,317,13,2,1,0.91,1,3.0,5.0,11,4.92,4.95,4.99,5.0,4.94,4.86
4144,7491,21708413,135348744,Lisboa,Misericrdia,38.70805,-9.14272,3,445,1,4,0.09,8,340,1,2,1,0.9,0,2.0,2.0,6,5.0,4.75,5.0,5.0,5.0,4.75
4145,7492,21708855,14317794,Lisboa,Santo Antnio,38.71696,-9.1511,4,65,3,36,0.74,19,340,2,1,1,1.0,0,1.0,1.0,3,4.69,4.72,4.89,4.89,4.92,4.61
4146,7494,21709270,158047212,Lisboa,Misericrdia,38.71244,-9.14754,4,44,2,84,1.69,1,351,14,2,1,1.0,0,1.0,1.0,4,4.21,4.4,4.71,4.6,4.74,4.29
4147,7495,21720833,152067692,Lisboa,Misericrdia,38.71225,-9.14903,4,70,2,44,1.02,6,244,7,1,1,1.0,1,1.0,1.0,4,4.91,4.91,4.98,4.95,4.84,4.84
4148,7498,21723908,158188225,Lisboa,Misericrdia,38.7094,-9.14719,4,63,3,174,3.57,1,340,10,1,1,1.0,1,1.0,2.0,4,4.91,4.93,4.94,4.97,4.97,4.82
4149,7501,21736462,115636172,Lisboa,Santa Maria Maior,38.71554,-9.13369,4,60,2,35,0.73,14,70,5,1,1,1.0,0,1.5,2.0,4,4.62,4.91,4.79,4.91,4.74,4.62
4150,7505,21748761,158439015,Lisboa,Santo Antnio,38.72112,-9.14735,4,75,2,96,1.97,1,157,8,1,1,1.0,0,1.0,2.0,5,4.65,4.65,4.89,4.94,4.91,4.65
4151,7506,21750740,157809338,Mafra,Carvoeira,38.947788,-9.410613,2,25,2,22,0.45,10,222,7,1,1,0.8,1,2.0,1.0,6,5.0,4.86,4.91,4.91,4.77,4.91
4152,7508,21759439,118730201,Vila Franca De Xira,Alverca do Ribatejo e Sobralinho,38.90601,-9.05764,4,300,3,4,0.1,1,217,0,3,0,1.0,0,5.0,5.0,10,5.0,5.0,5.0,5.0,4.5,4.25
4153,7509,21759640,34827624,Lisboa,Santa Maria Maior,38.70965,-9.13278,4,127,1,28,0.58,38,357,1,1,1,0.98,0,1.0,1.0,2,4.75,4.75,4.75,4.68,4.96,4.5
4154,7510,21761954,26491294,Lisboa,Santa Maria Maior,38.71103,-9.13277,4,40,2,70,1.56,2,259,0,1,1,1.0,0,1.0,1.0,2,4.46,4.38,4.93,4.79,4.91,4.49
4155,7511,21763433,12558565,Lisboa,Estrela,38.7056,-9.16086,4,51,4,133,2.84,4,257,4,1,1,1.0,1,1.0,2.0,4,4.97,4.98,4.98,4.98,4.87,4.92
4156,7512,21765634,38897929,Lisboa,Campo de Ourique,38.71869,-9.16003,4,79,3,28,0.61,1,314,4,1,1,1.0,0,1.0,1.0,6,4.74,4.81,5.0,4.96,4.85,4.63
4157,7515,21768453,158604037,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80492,-9.38618,4,95,2,127,3.14,1,155,23,2,1,1.0,0,2.0,3.0,9,4.86,4.72,4.91,4.91,4.83,4.82
4158,7517,21780070,158699509,Lisboa,Penha de Frana,38.73344,-9.12842,4,100,1,1,0.02,1,268,0,3,0,1.0,0,1.0,2.0,6,4.0,5.0,5.0,5.0,5.0,5.0
4159,7518,21780881,6444688,Lisboa,Santa Maria Maior,38.71201,-9.13499,4,70,1,39,0.86,1,0,0,3,0,1.0,1,1.5,2.0,2,4.85,4.87,4.9,4.92,4.9,4.82
4160,7519,21781698,78869162,Lisboa,Misericrdia,38.7076,-9.14477,4,180,3,53,1.09,3,1,1,1,1,1.0,0,2.0,3.0,8,4.85,4.81,4.81,4.92,4.83,4.74
4161,7524,21800058,92312031,Mafra,Encarnao,39.01285,-9.41866,4,110,3,32,0.72,1,335,7,1,1,0.75,0,1.0,2.0,5,4.84,4.88,5.0,4.81,4.88,4.69
4162,7525,21808013,110649746,Lisboa,Santo Antnio,38.72352,-9.15499,4,45,1,54,1.14,7,361,7,1,1,1.0,1,1.0,1.0,2,4.74,4.97,4.86,4.97,4.69,4.59
4163,7528,21812638,23450558,Lisboa,Santa Maria Maior,38.71343,-9.14156,4,58,3,73,1.52,8,341,3,2,1,0.95,0,1.0,1.0,2,4.68,4.9,4.63,4.32,4.9,4.6
4164,7533,21838285,159238170,Sintra,Colares,38.81554,-9.45632,4,159,3,18,0.43,1,185,5,3,1,1.0,0,3.0,4.0,8,4.44,4.22,4.94,5.0,4.72,3.94
4165,7534,21842082,158882233,Lisboa,Santa Maria Maior,38.71351,-9.14156,4,110,3,111,2.28,1,264,7,1,1,1.0,1,1.0,1.0,2,4.95,4.96,4.91,4.95,4.98,4.83
4166,7535,21843105,144088825,Sintra,"Almargem do Bispo, Pro Pinheiro e Montelavar",38.8225,-9.29305,2,59,28,3,0.07,7,365,0,3,0,0.83,0,1.0,1.0,2,4.33,4.33,4.67,4.33,5.0,4.0
4167,7536,21847699,34342493,Lisboa,Santa Maria Maior,38.71312,-9.13759,4,99,3,127,2.61,5,120,22,1,1,1.0,1,2.0,2.0,6,4.97,4.98,4.99,4.98,4.98,4.89
4168,7537,21849242,59382919,Lisboa,Santa Maria Maior,38.71169,-9.12691,4,55,2,140,2.88,1,220,18,1,1,1.0,0,1.0,1.0,2,4.73,4.81,4.85,4.94,4.91,4.71
