	id	host_id	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	reviews_per_month	calculated_host_listings_count	availability_365	number_of_reviews_ltm	host_response_time	host_identity_verified	host_response_rate	host_is_superhost	nr_of_bathrooms	bedrooms	accommodates	review_scores_rating	review_scores_cleanliness	review_scores_checkin	review_scores_communication	review_scores_location	review_scores_value
9211	26055366	184443057	Sintra	Colares	38.7887	-9.45645	4	80	2	26	0.73	2	339	5	2	1	0.6	0	1.5	1.0	4	4.88	4.92	4.92	5.0	4.92	4.73
9212	26055658	111856325	Lisboa	So Vicente	38.71376	-9.12732	4	65	2	93	2.24	9	328	23	1	1	1.0	0	1.0	2.0	6	4.67	4.7	4.78	4.85	4.83	4.65
9214	26057311	2686017	Lisboa	Santa Maria Maior	38.71263	-9.12703	4	41	1	47	1.12	4	279	0	1	1	0.91	0	1.0	1.0	4	4.53	4.7	4.79	4.85	4.81	4.6
9215	26057350	188008860	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.8172	-9.38039	2	86	2	1	0.04	6	234	0	1	1	1.0	0	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	5.0
9216	26057651	25391913	Cascais	Cascais e Estoril	38.70121	-9.41836	4	144	3	29	0.72	32	314	13	1	1	1.0	0	2.0	3.0	6	4.93	4.9	4.97	5.0	5.0	4.86
9218	26061098	85377682	Lisboa	So Vicente	38.71634	-9.13036	2	100	3	38	0.92	8	87	1	1	1	1.0	0	1.0	1.0	1	4.73	4.92	4.94	4.69	4.81	4.75
9219	26065131	159355723	Lisboa	Misericrdia	38.70929	-9.14797	2	44	1	5	0.12	9	356	0	2	1	0.99	0	1.0	1.0	2	4.6	4.6	4.6	5.0	5.0	4.0
9220	26065697	159355723	Lisboa	Misericrdia	38.70877	-9.1482	2	64	1	5	0.13	9	225	0	2	1	0.99	0	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	4.8
9221	26065899	159355723	Lisboa	Misericrdia	38.7088	-9.14791	4	350	2	8	0.22	9	347	1	2	1	0.99	0	3.0	6.0	10	4.63	4.75	5.0	4.75	5.0	5.0
9222	26070278	194882044	Lisboa	Misericrdia	38.71261	-9.14404	4	96	3	31	0.74	2	351	11	1	1	1.0	1	2.0	3.0	6	4.55	4.84	4.84	4.9	4.71	4.65
9225	26080247	196014312	Oeiras	Oeiras e S.Julio da Barra, Pao de Arcos e Caxias	38.70214	-9.28634	4	220	5	7	0.17	1	0	0	4	0	0.25	0	2.5	4.0	8	4.67	4.33	5.0	5.0	5.0	4.67
9226	26081783	196025824	Lisboa	Misericrdia	38.71514	-9.14545	4	42	4	108	2.6	1	25	12	4	1	0.46	0	1.0	2.0	2	4.81	4.49	4.94	4.96	4.89	4.85
9230	26098630	196155650	Lisboa	Estrela	38.70525	-9.16491	4	54	2	19	0.46	1	300	0	1	1	1.0	0	2.0	2.0	4	4.37	4.68	4.84	4.68	4.42	4.42
9231	26098659	166790041	Lisboa	Estrela	38.71376	-9.15778	4	60	2	30	0.71	1	157	9	1	1	1.0	1	1.0	1.0	3	4.83	4.93	5.0	4.87	4.8	4.83
9233	26099798	1627456	Oeiras	Algs, Linda-a-Velha e Cruz Quebrada-Dafundo	38.70204	-9.22958	4	45	3	51	1.22	6	255	10	1	1	1.0	1	1.0	2.0	3	4.69	4.96	4.86	4.98	4.57	4.75
9234	26100524	2686017	Lisboa	Santa Maria Maior	38.71277	-9.13246	4	41	1	41	0.98	4	226	1	1	1	0.91	0	1.0	1.0	4	4.56	4.51	4.88	4.85	4.78	4.56
9235	26102431	2686017	Lisboa	Santo Antnio	38.72559	-9.14609	4	72	1	38	0.91	4	255	0	1	1	0.91	0	1.0	2.0	5	4.58	4.71	4.68	4.79	4.76	4.5
9237	26107331	196238842	Lisboa	So Vicente	38.7187	-9.11998	4	90	3	15	0.37	1	354	0	2	0	1.0	0	1.0	2.0	4	4.67	4.93	4.8	4.67	4.73	4.87
9238	26107507	1627456	Oeiras	Algs, Linda-a-Velha e Cruz Quebrada-Dafundo	38.7001	-9.22778	4	44	3	45	1.09	6	228	10	1	1	1.0	1	1.0	2.0	3	4.8	4.96	4.89	4.93	4.76	4.78
9239	26108304	1627456	Oeiras	Algs, Linda-a-Velha e Cruz Quebrada-Dafundo	38.69984	-9.22837	4	51	3	50	1.2	6	248	14	1	1	1.0	1	2.0	2.0	4	4.94	4.98	4.96	4.98	4.82	4.88
9240	26115097	30104662	Lourinh	So Bartolomeu dos Galegos e Moledo	39.27954	-9.24641	4	52	4	64	1.57	1	139	15	1	1	1.0	1	1.0	2.0	4	4.91	4.77	4.95	4.98	4.66	4.88
9242	26115711	192473183	Lisboa	Santo Antnio	38.71599	-9.14373	4	98	1	113	2.67	12	0	0	2	1	1.0	0	2.5	3.0	8	4.77	4.88	4.75	4.81	4.85	4.8
9245	26116688	196313280	Mafra	Mafra	38.94879	-9.38326	4	73	5	5	0.18	1	0	4	2	0	1.0	0	1.5	3.0	6	4.6	3.8	5.0	4.8	4.2	4.6
9247	26119501	147702138	Sintra	Colares	38.83142	-9.46599	4	85	2	2	0.05	2	335	0	1	1	1.0	0	1.0	1.0	3	5.0	4.0	4.5	4.5	4.5	4.0
9248	26119915	84135245	Sintra	Colares	38.81071	-9.47533	4	90	5	46	1.4	2	307	7	2	1	1.0	1	1.0	2.0	4	5.0	4.96	5.0	5.0	4.96	4.93
9250	26120034	141474601	Cascais	Cascais e Estoril	38.69956	-9.42179	4	109	4	51	1.27	3	0	17	1	1	1.0	1	2.0	3.0	6	4.92	4.9	4.88	4.94	4.92	4.82
9251	26120382	21301124	Lisboa	Avenidas Novas	38.74263	-9.1561	2	19	1	116	2.74	1	238	0	4	0	0.0	0	1.0	1.0	3	4.78	4.78	4.88	4.96	4.53	4.78
9252	26126736	196388166	Lisboa	Misericrdia	38.71547	-9.15132	4	344	2	57	1.37	1	178	6	1	1	1.0	0	1.0	1.0	4	4.5	4.82	4.7	4.46	4.8	4.57
9254	26129047	85377682	Lisboa	So Vicente	38.71647	-9.13033	2	65	1	16	0.41	8	84	3	1	1	1.0	0	1.0	1.0	2	4.81	4.88	5.0	4.75	4.94	4.94
9255	26129349	169312605	Lisboa	So Vicente	38.71542	-9.12814	4	56	2	154	3.67	1	264	4	1	1	1.0	1	1.0	1.0	2	4.88	4.96	4.95	4.96	4.77	4.81
9256	26131939	7937931	Mafra	Ericeira	38.97142	-9.41659	4	99	4	16	0.39	1	306	0	1	0	1.0	1	1.0	2.0	4	4.94	4.94	5.0	5.0	4.69	4.56
9257	26133143	18063509	Lisboa	Areeiro	38.74115	-9.13256	4	90	2	23	0.55	16	0	0	1	1	1.0	0	1.0	4.0	8	4.3	4.26	4.78	4.78	4.74	4.39
9258	26143295	196522125	Cascais	Cascais e Estoril	38.70127	-9.38546	4	53	3	44	1.06	1	192	0	4	1	0.0	1	2.0	2.0	6	4.86	4.75	4.95	4.95	4.89	4.84
9259	26143509	194773017	Lisboa	Olivais	38.77559	-9.11813	4	120	2	2	0.07	4	56	0	2	1	0.9	0	1.0	2.0	5	5.0	5.0	5.0	5.0	5.0	5.0
9260	26144051	181693477	Lisboa	So Vicente	38.72107	-9.1282	4	45	2	225	5.37	1	76	63	1	1	1.0	0	1.0	2.0	5	4.69	4.83	4.79	4.8	4.61	4.72
9261	26145043	194773017	Lisboa	Olivais	38.77758	-9.1182	4	99	2	1	0.03	4	89	0	2	1	0.9	0	1.0	2.0	5	5.0	5.0	5.0	5.0	5.0	5.0
9264	26151575	57254355	Cascais	Cascais e Estoril	38.70595	-9.42946	4	65	3	8	0.2	1	273	0	2	1	1.0	0	1.0	1.0	4	4.88	5.0	5.0	5.0	4.88	4.88
9266	26156620	93373488	Lisboa	Santa Maria Maior	38.71391	-9.13511	4	42	4	104	2.49	1	200	16	1	1	1.0	1	1.0	1.0	2	4.86	4.82	4.98	4.94	4.89	4.79
9271	26184010	190286779	Mafra	Ericeira	38.96581	-9.41826	4	250	4	9	0.22	12	341	0	1	1	0.9	0	2.5	4.0	7	4.89	4.89	5.0	4.89	5.0	4.78
9273	26187144	143701949	Lisboa	Santo Antnio	38.72679	-9.14665	4	81	1	7	0.17	39	357	2	1	1	0.93	0	1.0	1.0	4	4.0	4.57	4.43	4.29	4.86	4.0
9275	26190946	196838734	Lourinh	Lourinh e Atalaia	39.26806	-9.31146	4	45	2	49	1.18	1	176	5	4	0	0.0	0	1.0	1.0	4	4.76	4.96	4.92	4.8	4.59	4.61
9278	26198347	736096	Lisboa	So Vicente	38.71733	-9.12428	2	30	2	6	0.14	2	130	0	4	0	0.0	0	1.0	1.0	1	4.83	4.83	4.33	4.83	4.83	4.83
9279	26198864	4281022	Cascais	Cascais e Estoril	38.69743	-9.42085	4	50	3	88	2.11	2	262	21	1	1	1.0	1	1.0	1.0	4	4.76	4.97	4.9	4.91	4.86	4.67
9281	26209105	45287700	Lisboa	Santo Antnio	38.71935	-9.14265	4	98	2	21	0.59	1	246	2	1	1	1.0	0	2.0	3.0	6	4.75	4.85	4.6	4.75	4.85	4.75
9284	26210432	196988949	Sintra	Colares	38.81303	-9.45792	4	114	2	21	0.59	1	295	7	1	1	1.0	0	1.0	2.0	5	4.52	4.43	4.86	4.67	4.9	4.29
9286	26211093	21200870	Cascais	Cascais e Estoril	38.69661	-9.43823	4	100	1	1	0.06	16	0	0	2	1	1.0	0	2.5	2.0	4	3.0	2.0	5.0	4.0	5.0	4.0
9287	26211281	196991187	Lisboa	Misericrdia	38.71483	-9.15213	4	65	2	1	0.03	2	312	0	1	0	0.83	0	1.0	1.0	2	4.0	3.0	3.0	4.0	4.0	3.0
9288	26212034	140243657	Lisboa	Avenidas Novas	38.74113	-9.16172	4	91	1	21	0.51	14	110	4	1	1	1.0	0	1.0	2.0	4	4.76	4.9	4.9	4.86	4.52	4.62
9289	26213332	15826725	Lisboa	Santo Antnio	38.72595	-9.1431	4	70	2	88	2.11	19	175	18	1	1	1.0	0	2.0	2.0	7	4.6	4.74	4.72	4.59	4.65	4.67
9290	26213586	2580294	Lisboa	Misericrdia	38.70974	-9.14549	4	48	2	74	1.78	2	36	8	1	1	1.0	1	1.0	1.0	3	4.65	4.84	4.88	4.88	4.84	4.68
9291	26213993	22370159	Lisboa	Santa Maria Maior	38.7161	-9.14157	4	87	1	39	0.95	29	339	17	1	1	0.96	0	1.0	1.0	2	4.9	4.85	4.69	4.82	5.0	4.82
9292	26216803	22370159	Lisboa	Santa Maria Maior	38.7161	-9.14157	4	86	1	35	0.84	29	353	7	1	1	0.96	0	1.0	1.0	4	4.91	4.77	5.0	4.97	5.0	4.6
9297	26221058	197057829	Lisboa	Misericrdia	38.71483	-9.15101	4	111	3	18	0.48	1	318	0	3	1	0.5	0	2.0	3.0	9	4.39	4.61	5.0	4.89	4.83	4.67
9298	26221557	44463111	Lisboa	Alcntara	38.70689	-9.18825	4	39	2	6	0.15	2	156	1	1	1	0.9	1	1.5	2.0	3	4.33	4.67	4.83	4.83	4.17	4.17
9299	26221774	119169723	Lisboa	Misericrdia	38.71049	-9.15083	4	84	2	66	1.58	2	317	17	1	1	1.0	1	1.0	1.0	4	4.82	4.74	4.86	4.91	4.86	4.53
9300	26222129	2512404	Lisboa	So Vicente	38.71475	-9.12973	2	28	2	109	2.59	3	350	24	1	1	0.97	1	1.5	1.0	2	4.84	4.93	4.87	4.93	4.82	4.8
9301	26222996	197070810	Lisboa	Arroios	38.72648	-9.1325	2	45	2	1	0.02	2	179	0	4	1	0.4	0	1.0	1.0	3	1.0	1.0	1.0	1.0	1.0	1.0
9302	26223344	197066420	Lourinh	Lourinh e Atalaia	39.26681	-9.33342	2	60	1	4	0.1	6	364	1	2	1	0.8	0	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	5.0
9306	26243702	5691663	Lisboa	Santa Maria Maior	38.71143	-9.13702	4	81	2	59	1.41	65	314	18	1	1	1.0	1	1.0	1.0	3	4.88	4.92	4.86	4.88	4.97	4.81
9307	26243762	5691663	Lisboa	Santa Maria Maior	38.71164	-9.13852	4	103	2	29	0.7	65	309	5	1	1	1.0	1	1.0	1.0	3	4.86	4.97	4.97	4.72	4.93	4.76
9308	26244136	5691663	Lisboa	Santa Maria Maior	38.71017	-9.13682	4	99	2	70	1.68	65	325	21	1	1	1.0	1	1.0	2.0	5	4.9	4.94	4.97	4.93	4.96	4.81
9309	26244382	5691663	Lisboa	Santa Maria Maior	38.7114	-9.13822	4	99	2	16	0.39	65	288	5	1	1	1.0	1	1.0	2.0	5	4.88	4.81	4.81	4.75	4.94	4.94
9310	26244475	5691663	Lisboa	Santa Maria Maior	38.70959	-9.1388	4	93	2	71	1.7	65	287	19	1	1	1.0	1	1.0	1.0	3	4.99	4.99	4.94	4.75	4.97	4.87
9312	26247055	154788946	Lisboa	Estrela	38.70833	-9.1564	4	49	4	36	0.87	1	67	6	2	1	1.0	1	1.0	1.0	2	4.86	4.81	4.86	5.0	4.78	4.83
9313	26247766	184045508	Cascais	Cascais e Estoril	38.70517	-9.38405	2	48	1	16	0.52	6	358	14	1	1	1.0	0	1.0	1.0	2	4.81	4.75	4.75	4.81	4.56	4.63
9315	26252106	193851305	Lisboa	Misericrdia	38.71041	-9.15176	4	130	3	2	0.07	2	0	0	3	0	0.8	0	1.0	1.0	4	3.0	4.5	4.0	4.0	4.0	3.5
9316	26252415	83774690	Lisboa	Ajuda	38.70576	-9.19902	4	94	2	35	0.83	12	310	2	1	1	0.93	0	2.0	2.0	4	4.86	4.86	5.0	4.97	4.86	4.77
9317	26252899	97652256	Lisboa	Penha de Frana	38.73143	-9.12766	2	40	2	41	0.99	1	50	0	1	1	1.0	1	1.0	1.0	2	4.85	4.8	4.9	4.78	4.58	4.9
9319	26254533	1312785	Lisboa	Santo Antnio	38.71625	-9.15124	4	122	3	52	1.25	15	273	3	1	1	1.0	1	2.0	2.0	4	4.9	4.9	4.94	4.92	4.96	4.79
9320	26257515	191446330	Mafra	Igreja Nova e Cheleiros	38.89187	-9.32169	4	48	2	125	3.0	1	137	26	1	1	1.0	1	1.0	1.0	4	4.83	4.82	4.86	4.94	4.7	4.84
9322	26258187	197372627	Lisboa	Ajuda	38.70227	-9.20192	4	96	3	101	2.43	1	347	11	1	1	0.9	0	1.0	3.0	6	4.85	4.94	4.98	4.98	4.81	4.85
9326	26266888	26233616	Cascais	Cascais e Estoril	38.70878	-9.41639	4	239	5	9	0.22	2	0	3	1	1	1.0	0	2.5	3.0	6	4.0	4.44	4.78	4.33	4.33	3.56
9327	26268577	1312785	Lisboa	Santo Antnio	38.7162	-9.15111	4	112	3	119	2.85	15	251	32	1	1	1.0	1	1.0	1.0	2	4.86	4.82	4.86	4.94	4.93	4.75
9328	26273800	50975017	Mafra	Santo Isidoro	38.98967	-9.40552	2	30	3	13	0.32	3	179	3	2	1	0.9	0	2.0	1.0	2	5.0	4.92	4.85	4.77	4.69	4.92
9329	26288885	32256365	Cascais	Cascais e Estoril	38.69463	-9.36967	4	50	2	26	0.63	1	2	1	3	1	1.0	0	1.0	1.0	2	4.69	4.73	4.73	4.69	4.88	4.69
9330	26292544	145101539	Lisboa	Santa Maria Maior	38.71577	-9.13254	4	50	2	6	0.14	23	55	2	1	1	0.93	0	2.0	2.0	4	4.33	4.17	4.5	4.33	4.67	3.67
9333	26298504	3327663	Mafra	Ericeira	38.96245	-9.41575	4	110	5	3	0.07	22	364	2	2	1	1.0	0	2.0	3.0	4	4.67	4.33	5.0	5.0	5.0	4.67
9334	26301758	129462017	Lisboa	Santa Maria Maior	38.71178	-9.13372	4	160	3	92	2.24	1	339	11	2	1	0.83	0	2.0	2.0	4	4.95	4.98	4.89	4.87	4.98	4.71
9335	26302507	65122532	Lisboa	Misericrdia	38.70682	-9.14765	4	57	2	136	3.26	15	150	20	1	1	1.0	0	1.0	1.0	4	4.85	4.98	5.0	4.96	5.0	4.82
9336	26303109	1627456	Oeiras	Algs, Linda-a-Velha e Cruz Quebrada-Dafundo	38.7019	-9.22948	4	43	3	44	1.06	6	270	7	1	1	1.0	1	1.0	1.0	2	4.93	4.91	4.91	5.0	4.82	4.84
9337	26313702	197718354	Lisboa	So Vicente	38.71931	-9.12223	4	55	3	88	2.1	1	267	7	1	1	1.0	0	1.0	2.0	4	4.7	4.85	4.93	4.95	4.55	4.66
9344	26322009	98781521	Lisboa	Santa Maria Maior	38.71188	-9.13749	4	171	2	126	3.12	4	185	32	1	1	1.0	0	2.0	3.0	6	4.75	4.94	4.78	4.8	4.94	4.67
9347	26329173	17457001	Lisboa	Avenidas Novas	38.73024	-9.14823	4	112	2	19	0.48	42	276	6	1	1	1.0	1	2.0	3.0	6	4.53	4.74	4.79	4.95	4.84	4.58
9349	26344569	195616739	Lisboa	Estrela	38.70349	-9.16565	2	29	2	103	2.46	8	268	11	1	1	0.92	0	2.5	1.0	2	4.45	4.52	4.73	4.71	4.56	4.5
9350	26346897	198144395	Lisboa	So Vicente	38.71583	-9.12956	4	78	1	82	1.96	1	303	19	1	1	1.0	0	2.0	2.0	6	4.7	4.79	4.85	4.79	4.8	4.68
9351	26353248	198178742	Lisboa	Penha de Frana	38.72494	-9.11632	2	30	1	93	2.23	2	253	3	2	1	0.9	0	1.0	1.0	2	4.72	4.92	4.86	4.65	4.45	4.72
9352	26353591	191818082	Cascais	Cascais e Estoril	38.70954	-9.41368	4	85	2	4	0.1	1	0	0	2	1	1.0	0	2.0	2.0	4	4.75	5.0	5.0	5.0	4.25	4.75
9353	26355092	114233852	Cascais	Cascais e Estoril	38.69964	-9.42631	4	90	1	77	1.85	9	144	16	1	1	0.95	0	2.0	4.0	9	4.47	4.69	4.68	4.69	4.6	4.4
9354	26356729	34827624	Lisboa	Santa Maria Maior	38.70845	-9.13575	4	129	1	25	0.64	38	357	0	1	1	0.98	0	1.0	1.0	2	4.64	4.88	4.38	4.75	5.0	4.58
9355	26356731	34827624	Lisboa	Santa Maria Maior	38.71021	-9.13707	4	196	1	6	0.16	38	173	2	1	1	0.98	0	1.0	2.0	4	4.33	4.33	4.33	4.33	4.67	4.17
9356	26357097	198206690	Lisboa	Arroios	38.72023	-9.13748	2	10	1	55	1.36	9	0	11	1	1	0.67	0	1.0	1.0	2	4.53	4.53	4.82	4.65	4.56	4.6
9358	26363578	198254824	Mafra	Ericeira	38.96846	-9.41382	4	90	5	27	0.65	1	297	9	2	1	1.0	1	3.0	3.0	6	4.89	4.93	5.0	4.96	4.7	4.89
9359	26363991	40431153	Lisboa	Santo Antnio	38.72278	-9.14459	4	51	10	10	0.25	1	19	2	3	1	0.5	0	2.0	2.0	5	4.8	5.0	4.9	5.0	4.8	4.9
9360	26364202	776635	Lisboa	Estrela	38.70839	-9.15907	4	98	3	5	0.12	4	189	1	1	1	1.0	0	1.0	3.0	6	4.8	5.0	5.0	5.0	5.0	4.6
9361	26365321	198269372	Lisboa	Santa Maria Maior	38.712891	-9.127498	4	52	3	103	2.73	1	342	27	1	1	1.0	1	1.0	1.0	4	4.99	4.97	4.97	4.99	4.92	4.94
9363	26375160	198206690	Lisboa	Arroios	38.72023	-9.13748	2	10	1	62	1.54	9	0	10	1	1	0.67	0	1.0	1.0	2	4.47	4.52	4.73	4.66	4.69	4.56
9364	26375698	198206690	Lisboa	Arroios	38.72023	-9.13748	2	10	1	34	0.84	9	0	5	1	1	0.67	0	1.0	1.0	2	4.35	4.5	4.71	4.74	4.56	4.56
9365	26375840	198206690	Lisboa	Arroios	38.72023	-9.13748	2	28	1	25	0.62	9	0	4	1	1	0.67	0	1.0	1.0	2	4.4	4.8	4.68	4.56	4.8	4.2
9366	26376072	198206690	Lisboa	Arroios	38.72105	-9.13819	2	10	1	43	1.06	9	0	4	1	1	0.67	0	1.0	1.0	2	4.63	4.56	4.7	4.67	4.65	4.51
9367	26376251	198206690	Lisboa	Arroios	38.72023	-9.13748	2	10	1	50	1.25	9	0	8	1	1	0.67	0	1.0	1.0	2	4.46	4.6	4.72	4.54	4.66	4.54
9368	26376334	198206690	Lisboa	Arroios	38.72023	-9.13748	2	28	1	39	0.97	9	0	9	1	1	0.67	0	1.0	1.0	2	4.56	4.69	4.54	4.64	4.74	4.62
9369	26376425	198206690	Lisboa	Arroios	38.72023	-9.13748	2	10	1	34	0.84	9	0	3	1	1	0.67	0	1.0	1.0	2	4.76	4.74	4.79	4.56	4.74	4.82
9370	26377228	4183642	Lisboa	Santa Maria Maior	38.71034	-9.13481	4	177	1	81	1.94	2	294	11	1	1	1.0	1	2.0	3.0	10	5.0	4.98	4.98	5.0	4.98	4.93
9371	26377335	11533191	Lisboa	Estrela	38.70944	-9.15336	4	104	2	2	0.15	1	358	0	2	1	1.0	0	1.0	2.0	4	5.0	5.0	5.0	5.0	5.0	5.0
9372	26379131	145101539	Lisboa	Santa Maria Maior	38.71577	-9.13254	2	30	1	47	1.15	23	58	6	1	1	0.93	0	1.0	1.0	3	4.15	4.45	4.55	4.55	4.47	3.98
9373	26381551	145101539	Lisboa	Santa Maria Maior	38.71577	-9.13254	2	30	2	49	1.19	23	60	5	1	1	0.93	0	1.0	1.0	2	3.96	4.33	4.43	4.37	4.47	4.0
9374	26383493	178431026	Lisboa	Parque das Naes	38.77414	-9.10477	4	35	3	49	1.19	1	0	0	1	1	1.0	0	1.0	1.0	4	4.49	4.59	4.94	4.78	4.67	4.51
9375	26383768	101542522	Lisboa	Santa Maria Maior	38.70994	-9.13509	4	120	2	142	3.44	11	0	0	1	1	1.0	0	1.0	1.0	4	4.66	4.73	4.79	4.76	4.94	4.54
9376	26384678	10795112	Lisboa	So Vicente	38.71994	-9.12505	4	32	1	170	4.1	1	114	35	1	1	0.9	1	1.0	2.0	5	4.81	4.64	4.89	4.79	4.74	4.78
9378	26395402	144502758	Cascais	Cascais e Estoril	38.70161	-9.38595	4	65	2	67	1.64	3	269	18	1	1	1.0	1	1.0	1.0	4	4.88	5.0	4.87	4.93	4.93	5.0
9382	26418429	198646122	Mafra	Ericeira	38.96892	-9.41793	4	72	3	22	0.57	1	315	11	2	0	0.89	0	2.0	3.0	6	4.59	3.86	4.91	4.64	4.91	4.82
9383	26424486	10808682	Lisboa	Estrela	38.71262	-9.15812	4	100	2	41	1.0	1	1	7	3	1	1.0	0	1.0	1.0	4	5.0	5.0	4.95	4.98	4.93	4.78
9384	26424880	198687205	Lisboa	Arroios	38.72383	-9.13312	4	60	3	13	0.32	1	343	0	1	0	1.0	0	1.0	2.0	4	4.46	4.92	4.85	5.0	4.62	4.31
9385	26425584	17540983	Lisboa	Estrela	38.70882	-9.15664	2	34	2	99	2.38	1	0	0	4	1	0.4	0	1.0	1.0	2	4.87	4.9	4.95	4.89	4.96	4.88
9389	26446692	33928344	Lisboa	Penha de Frana	38.72374	-9.13128	4	35	2	71	1.73	3	260	6	1	1	1.0	1	1.0	1.0	2	4.93	4.75	4.99	4.97	4.8	4.87
9390	26447051	169496343	Lisboa	Misericrdia	38.71499	-9.15226	4	40	3	66	1.59	2	283	10	1	1	1.0	0	1.0	1.0	2	4.67	4.67	4.92	4.95	4.83	4.55
9392	26451557	3739653	Oeiras	Oeiras e S.Julio da Barra, Pao de Arcos e Caxias	38.70168	-9.28914	4	106	3	6	0.15	1	178	1	1	1	1.0	0	1.0	1.0	2	4.83	4.83	4.83	4.83	4.67	4.83
9394	26451780	8177737	Lisboa	Arroios	38.7235	-9.13384	4	50	8	7	0.31	4	40	6	2	1	1.0	0	1.5	3.0	5	5.0	4.71	5.0	5.0	5.0	5.0
9397	26458249	102336875	Cascais	Cascais e Estoril	38.70818	-9.42186	4	50	2	66	1.58	8	291	26	1	1	1.0	0	1.0	1.0	4	4.82	4.95	4.89	4.92	4.48	4.69
9400	26458568	192076860	Cascais	So Domingos de Rana	38.71357	-9.33697	2	50	1	5	0.77	7	358	5	1	1	0.86	0	1.0	1.0	2	4.6	4.2	5.0	4.8	4.4	4.8
9401	26458621	192076860	Cascais	So Domingos de Rana	38.71218	-9.33438	2	60	1	1	0.25	7	364	1	1	1	0.86	0	1.0	1.0	2	3.0	5.0	5.0	1.0	3.0	2.0
9402	26459535	189584385	Cascais	Cascais e Estoril	38.69975	-9.42151	2	30	1	90	2.2	1	336	31	1	0	1.0	0	1.0	1.0	2	4.64	4.57	4.64	4.68	4.84	4.62
9406	26464363	198178742	Lisboa	Penha de Frana	38.72494	-9.11632	2	29	1	52	1.25	2	270	6	2	1	0.9	0	1.0	1.0	2	4.9	4.96	4.94	4.73	4.46	4.81
9407	26468016	6194055	Lisboa	Santa Maria Maior	38.71165	-9.12858	4	62	2	54	1.3	6	346	15	1	1	1.0	0	1.0	1.0	4	4.7	4.78	4.7	4.89	4.89	4.74
9408	26468945	199039294	Cascais	Cascais e Estoril	38.71722	-9.43811	4	236	3	21	0.51	4	0	0	1	1	1.0	0	4.0	5.0	10	4.24	4.33	4.86	4.81	4.67	4.24
9409	26469516	52570650	Lisboa	Santo Antnio	38.72332	-9.1529	2	30	18	34	0.82	16	0	4	1	1	1.0	1	1.0	1.0	1	4.85	4.88	4.94	4.97	4.91	4.82
9410	26470261	52570650	Lisboa	Santo Antnio	38.72451	-9.15346	2	40	15	36	0.86	16	0	2	1	1	1.0	1	1.0	1.0	1	4.86	4.75	4.94	4.94	4.86	4.83
9411	26471489	17125483	Lisboa	Santa Maria Maior	38.7128	-9.13109	4	56	2	147	3.52	27	351	35	1	1	1.0	1	1.0	1.0	2	4.71	4.89	4.88	4.88	4.86	4.67
9412	26483572	39465095	Lisboa	So Vicente	38.71846	-9.12333	2	36	1	3	0.08	8	0	0	1	1	1.0	0	1.0	1.0	2	4.33	4.33	4.33	5.0	4.33	4.33
9413	26490556	62511347	Mafra	Santo Isidoro	39.01189	-9.40348	4	100	5	3	0.09	4	192	0	3	1	1.0	1	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	5.0
9419	26516833	140243657	Lisboa	Beato	38.73548	-9.122	4	91	1	19	0.46	14	339	4	1	1	1.0	0	1.0	2.0	4	4.63	4.68	4.79	4.79	4.11	4.58
9422	26519326	60386806	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.79965	-9.39362	4	190	2	3	0.11	6	75	1	1	1	1.0	1	4.0	5.0	10	5.0	4.67	4.67	5.0	5.0	5.0
9426	26525162	10156178	Lisboa	Penha de Frana	38.72592	-9.12589	4	80	3	2	0.05	2	298	0	1	1	1.0	1	1.0	2.0	4	5.0	5.0	5.0	5.0	5.0	5.0
9427	26527271	81886428	Lisboa	Arroios	38.7348	-9.13839	4	99	1	101	2.45	1	0	20	1	1	1.0	0	2.0	2.0	6	4.89	4.82	4.9	4.91	4.83	4.82
9431	26531584	13696802	Lisboa	So Domingos de Benfica	38.7535	-9.17775	4	90	2	49	1.18	2	83	2	1	1	1.0	0	1.0	2.0	4	4.35	4.49	4.78	4.63	4.57	4.43
9435	26548738	16857202	Lisboa	Santa Maria Maior	38.70975	-9.14	4	95	4	112	2.69	4	0	0	1	1	1.0	0	1.0	2.0	6	4.83	4.83	4.88	4.96	4.94	4.74
9439	26550937	197066420	Lourinh	Lourinh e Atalaia	39.26664	-9.33347	2	60	1	1	0.03	6	364	0	2	1	0.8	0	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	5.0
9440	26551431	195616739	Lisboa	Estrela	38.70533	-9.16537	2	30	2	124	2.97	8	217	12	1	1	0.92	0	2.5	1.0	2	4.35	4.33	4.67	4.54	4.56	4.48
9441	26552442	197066420	Lourinh	Lourinh e Atalaia	39.2667	-9.33172	2	60	1	1	0.02	6	364	0	2	1	0.8	0	1.0	1.0	2	4.0	3.0	5.0	5.0	5.0	5.0
